GeneSymbol,GeneID,DiseaseName,DiseaseID(MESHID)
1-SF,100049428,Bone Diseases,MESH:D001847
1-SF,100049428,"Bone Diseases, Developmental",MESH:D001848
1-SF,100049428,Bone Marrow Diseases,MESH:D001855
1-SF,100049428,Bone Resorption,MESH:D001862
1-SF,100049428,Brain Diseases,MESH:D001927
1-SF,100049428,Brain Diseases,MESH:D001927
1-SF,100049428,Brain Injuries,MESH:D001930
1-SF,100049428,Brain Ischemia,MESH:D002545
1-SF,100049428,Breast Diseases,MESH:D001941
1-SF,100049428,Breast Neoplasms,MESH:D001943
1-SF,100049428,Breast Neoplasms,MESH:D001943
1-SF,100049428,Breast Neoplasms,MESH:D001943
1-SF,100049428,Breast Neoplasms,MESH:D001943
1-SF,100049428,Breast Neoplasms,MESH:D001943
1-SF,100049428,Bronchial Hyperreactivity,MESH:D016535
1-SF,100049428,Budd-Chiari Syndrome,MESH:D006502
1-SF,100049428,Cadmium Poisoning,MESH:D002105
1-SF,100049428,"Candidiasis, Vulvovaginal",MESH:D002181
1-SF,100049428,Carcinoma,MESH:D002277
1-SF,100049428,"Carcinoma, Endometrioid",MESH:D018269
1-SF,100049428,"Carcinoma, Hepatocellular",MESH:D006528
1-SF,100049428,"Carcinoma, Hepatocellular",MESH:D006528
1-SF,100049428,"Carcinoma, Hepatocellular",MESH:D006528
1-SF,100049428,Carcinoma in Situ,MESH:D002278
1-SF,100049428,Cardiomegaly,MESH:D006332
1-SF,100049428,"Cardiomyopathy, Hypertrophic",MESH:D002312
1-SF,100049428,Cardiovascular Abnormalities,MESH:D018376
1-SF,100049428,Cardiovascular Abnormalities,MESH:D018376
1-SF,100049428,Cardiovascular Diseases,MESH:D002318
1-SF,100049428,Cardiovascular Diseases,MESH:D002318
1-SF,100049428,Carotid Artery Thrombosis,MESH:D002341
1-SF,100049428,Catalepsy,MESH:D002375
1-SF,100049428,"Cell Transformation, Neoplastic",MESH:D002471
1-SF,100049428,"Cell Transformation, Neoplastic",MESH:D002471
1-SF,100049428,Cerebral Hemorrhage,MESH:D002543
1-SF,100049428,Cerebral Infarction,MESH:D002544
1-SF,100049428,Cerebral Infarction,MESH:D002544
1-SF,100049428,Child Behavior Disorders,MESH:D002653
1-SF,100049428,Chloracne,MESH:D054506
1-SF,100049428,Cholangiocarcinoma,MESH:D018281
1-SF,100049428,Choledochal Cyst,MESH:D015529
1-SF,100049428,Cholestasis,MESH:D002779
1-SF,100049428,Cholestasis,MESH:D002779
1-SF,100049428,"Cholestasis, Intrahepatic",MESH:D002780
1-SF,100049428,Chromosome Aberrations,MESH:D002869
1-SF,100049428,Chromosome Aberrations,MESH:D002869
1-SF,100049428,Chronobiology Disorders,MESH:D021081
1-SF,100049428,Cleft Lip,MESH:D002971
1-SF,100049428,Cleft Palate,MESH:D002972
1-SF,100049428,Cocaine-Related Disorders,MESH:D019970
1-SF,100049428,Cognition Disorders,MESH:D003072
1-SF,100049428,Cognition Disorders,MESH:D003072
1-SF,100049428,Cognition Disorders,MESH:D003072
1-SF,100049428,Cognition Disorders,MESH:D003072
1-SF,100049428,Colitis,MESH:D003092
1-SF,100049428,Colitis,MESH:D003092
1-SF,100049428,Congenital Abnormalities,MESH:D000013
1-SF,100049428,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",MESH:D009358
1-SF,100049428,Coronary Artery Disease,MESH:D003324
1-SF,100049428,Coronary Occlusion,MESH:D054059
1-SF,100049428,Coxsackievirus Infections,MESH:D003384
1-SF,100049428,Craniofacial Abnormalities,MESH:D019465
1-SF,100049428,Craniofacial Abnormalities,MESH:D019465
1-SF,100049428,Cryptorchidism,MESH:D003456
1-SF,100049428,Cystadenoma,MESH:D003537
1-SF,100049428,Cystitis,MESH:D003556
1-SF,100049428,Cystitis,MESH:D003556
1-SF,100049428,Cysts,MESH:D003560
1-SF,100049428,Death,MESH:D003643
1-SF,100049428,Death,MESH:D003643
1-SF,100049428,Demyelinating Diseases,MESH:D003711
1-SF,100049428,Demyelinating Diseases,MESH:D003711
1-SF,100049428,Depressive Disorder,MESH:D003866
1-SF,100049428,Depressive Disorder,MESH:D003866
1-SF,100049428,Depressive Disorder,MESH:D003866
1-SF,100049428,Diabetes Mellitus,MESH:D003920
1-SF,100049428,"Diabetes Mellitus, Type 1",MESH:D003922
1-SF,100049428,"Diabetes Mellitus, Type 1",MESH:D003922
1-SF,100049428,"Diabetes Mellitus, Type 2",MESH:D003924
1-SF,100049428,Diabetic Nephropathies,MESH:D003928
1-SF,100049428,Diarrhea,MESH:D003967
1-SF,100049428,"Disease Models, Animal",MESH:D004195
1-SF,100049428,Disease Progression,MESH:D018450
1-SF,100049428,Disorders of Sex Development,MESH:D012734
1-SF,100049428,Disorders of Sex Development,MESH:D012734
1-SF,100049428,Disorders of Sex Development,MESH:D012734
1-SF,100049428,Disseminated Intravascular Coagulation,MESH:D004211
1-SF,100049428,Dizziness,MESH:D004244
1-SF,100049428,Drug Hypersensitivity,MESH:D004342
1-SF,100049428,Drug-Induced Liver Injury,MESH:D056486
1-SF,100049428,Drug-Induced Liver Injury,MESH:D056486
1-SF,100049428,Drug-Induced Liver Injury,MESH:D056486
1-SF,100049428,Drug-Induced Liver Injury,MESH:D056486
1-SF,100049428,Drug-Induced Liver Injury,MESH:D056486
1-SF,100049428,Drug-Induced Liver Injury,MESH:D056486
1-SF,100049428,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
1-SF,100049428,Drug-Related Side Effects and Adverse Reactions,MESH:D064420
1-SF,100049428,Dyslipidemias,MESH:D050171
1-SF,100049428,Dyslipidemias,MESH:D050171
1-SF,100049428,Dysmenorrhea,MESH:D004412
1-SF,100049428,Dysostoses,MESH:D004413
1-SF,100049428,Dyspepsia,MESH:D004415
1-SF,100049428,Dyspnea,MESH:D004417
1-SF,100049428,Dysuria,MESH:D053159
1-SF,100049428,Ear Neoplasms,MESH:D004428
1-SF,100049428,Eating Disorders,MESH:D001068
1-SF,100049428,Eating Disorders,MESH:D001068
1-SF,100049428,Ebstein Anomaly,MESH:D004437
1-SF,100049428,Ectrodactyly,MESH:C574275
1-SF,100049428,Edema,MESH:D004487
1-SF,100049428,Edema,MESH:D004487
1-SF,100049428,Edema,MESH:D004487
1-SF,100049428,Edema,MESH:D004487
1-SF,100049428,Edema,MESH:D004487
1-SF,100049428,"o,p'-DDT",MESH:D004487
1-SF,100049428,Edema,MESH:D004487
1-SF,100049428,"Edema, Cardiac",MESH:D004489
1-SF,100049428,Embryo Loss,MESH:D020964
1-SF,100049428,"o,p'-DDT",MESH:D020964
1-SF,100049428,Embryo Loss,MESH:D020964
1-SF,100049428,"Encephalomyelitis, Autoimmune, Experimental",MESH:D004681
1-SF,100049428,"Encephalomyelitis, Autoimmune, Experimental",MESH:D004681
1-SF,100049428,Endometrial Neoplasms,MESH:D016889
1-SF,100049428,Endometrial Neoplasms,MESH:D016889
1-SF,100049428,Endometriosis,MESH:D004715
1-SF,100049428,Endometriosis,MESH:D004715
1-SF,100049428,Epstein-Barr Virus Infections,MESH:D020031
1-SF,100049428,Erectile Dysfunction,MESH:D007172
1-SF,100049428,Erectile Dysfunction,MESH:D007172
1-SF,100049428,Eye Abnormalities,MESH:D005124
1-SF,100049428,Eye Abnormalities,MESH:D005124
1-SF,100049428,Eye Diseases,MESH:D005128
1-SF,100049428,Fatigue,MESH:D005221
1-SF,100049428,Fatty Liver,MESH:D005234
1-SF,100049428,Fatty Liver,MESH:D005234
1-SF,100049428,Fatty Liver,MESH:D005234
1-SF,100049428,Fatty Liver,MESH:D005234
1-SF,100049428,Fatty Liver,MESH:D005234
1-SF,100049428,Feminization,MESH:D005262
1-SF,100049428,Feminization,MESH:D005262
1-SF,100049428,Feminization,MESH:D005262
1-SF,100049428,Fetal Death,MESH:D005313
1-SF,100049428,Fetal Death,MESH:D005313
1-SF,100049428,Fetal Death,MESH:D005313
1-SF,100049428,Fetal Diseases,MESH:D005315
1-SF,100049428,Fetal Growth Retardation,MESH:D005317
1-SF,100049428,Fetal Growth Retardation,MESH:D005317
1-SF,100049428,Fetal Weight,MESH:D020567
1-SF,100049428,Fibrosis,MESH:D005355
1-SF,100049428,Fibrosis,MESH:D005355
1-SF,100049428,Folic Acid Deficiency,MESH:D005494
1-SF,100049428,Gallbladder Diseases,MESH:D005705
1-SF,100049428,Gallbladder Neoplasms,MESH:D005706
1-SF,100049428,Gallstones,MESH:D042882
1-SF,100049428,"Genital Diseases, Female",MESH:D005831
1-SF,100049428,"Genital Diseases, Male",MESH:D005832
1-SF,100049428,Gliosis,MESH:D005911
1-SF,100049428,Glucose Intolerance,MESH:D018149
1-SF,100049428,Glucose Intolerance,MESH:D018149
1-SF,100049428,Glucose Metabolism Disorders,MESH:D044882
1-SF,100049428,Glycosuria,MESH:D006029
1-SF,100049428,Goiter,MESH:D006042
1-SF,100049428,Gonadal Disorders,MESH:D006058
1-SF,100049428,Gonadal Disorders,MESH:D006058
1-SF,100049428,Graft vs Host Disease,MESH:D006086
1-SF,100049428,Growth Disorders,MESH:D006130
1-SF,100049428,Growth Disorders,MESH:D006130
1-SF,100049428,Growth Disorders,MESH:D006130
1-SF,100049428,Gynecomastia,MESH:D006177
1-SF,100049428,Hamartoma,MESH:D006222
1-SF,100049428,Hashimoto's encephalitis,MESH:C535841
1-SF,100049428,Headache,MESH:D006261
1-SF,100049428,Hearing Disorders,MESH:D006311
1-SF,100049428,"Heart Defects, Congenital",MESH:D006330
1-SF,100049428,"Heart Defects, Congenital",MESH:D006330
1-SF,100049428,Heart Diseases,MESH:D006331
1-SF,100049428,Heart Diseases,MESH:D006331
1-SF,100049428,Heart Failure,MESH:D006333
1-SF,100049428,Heart Failure,MESH:D006333
1-SF,100049428,"Heart Septal Defects, Ventricular",MESH:D006345
1-SF,100049428,Hematologic Neoplasms,MESH:D019337
1-SF,100049428,Hematuria,MESH:D006417
1-SF,100049428,Hemolysis,MESH:D006461
1-SF,100049428,Hemolysis,MESH:D006461
1-SF,100049428,Hemorrhage,MESH:D006470
1-SF,100049428,Hemorrhage,MESH:D006470
1-SF,100049428,Hemorrhage,MESH:D006470
1-SF,100049428,Hepatitis,MESH:D006505
1-SF,100049428,Hepatomegaly,MESH:D006529
1-SF,100049428,Hepatomegaly,MESH:D006529
1-SF,100049428,Herpes Genitalis,MESH:D006558
1-SF,100049428,Herpesviridae Infections,MESH:D006566
1-SF,100049428,Hirsutism,MESH:D006628
1-SF,100049428,Hot Flashes,MESH:D019584
1-SF,100049428,Hot Flashes,MESH:D019584
1-SF,100049428,Hydronephrosis,MESH:D006869
1-SF,100049428,Hydronephrosis,MESH:D006869
1-SF,100049428,Hyperalgesia,MESH:D006930
1-SF,100049428,Hyperalgesia,MESH:D006930
1-SF,100049428,Hyperglycemia,MESH:D006943
1-SF,100049428,Hyperglycemia,MESH:D006943
1-SF,100049428,Hyperglycemia,MESH:D006943
1-SF,100049428,Hyperkinesis,MESH:D006948
1-SF,100049428,Hyperkinesis,MESH:D006948
1-SF,100049428,Hyperkinesis,MESH:D006948
1-SF,100049428,Hyperlipidemias,MESH:D006949
1-SF,100049428,Hyperplasia,MESH:D006965
1-SF,100049428,Hyperplasia,MESH:D006965
1-SF,100049428,Hyperplasia,MESH:D006965
1-SF,100049428,"o,p'-DDT",MESH:D006965
1-SF,100049428,Hyperplasia,MESH:D006965
1-SF,100049428,Hyperplasia,MESH:D006965
1-SF,100049428,Hyperprolactinemia,MESH:D006966
1-SF,100049428,Hyperprolactinemia,MESH:D006966
1-SF,100049428,"Hypersensitivity, Delayed",MESH:D006968
1-SF,100049428,Hypertension,MESH:D006973
1-SF,100049428,Hypertension,MESH:D006973
1-SF,100049428,Hypertension,MESH:D006973
1-SF,100049428,"Hypertension, Malignant",MESH:D006974
1-SF,100049428,"Hypertension, Renovascular",MESH:D006978
1-SF,100049428,Hyperthyroidism,MESH:D006980
1-SF,100049428,Hypertriglyceridemia,MESH:D015228
1-SF,100049428,Hypertrophy,MESH:D006984
1-SF,100049428,Hypertrophy,MESH:D006984
1-SF,100049428,Hypertrophy,MESH:D006984
1-SF,100049428,Hypertrophy,MESH:D006984
1-SF,100049428,"o,p'-DDT",MESH:D006984
1-SF,100049428,Hypertrophy,MESH:D006984
1-SF,100049428,"Hypertrophy, Left Ventricular",MESH:D017379
1-SF,100049428,"Hypertrophy, Left Ventricular",MESH:D017379
1-SF,100049428,Hypocalcemia,MESH:D006996
1-SF,100049428,Hypogonadism,MESH:D007006
1-SF,100049428,Hypokinesia,MESH:D018476
1-SF,100049428,Hypospadias,MESH:D007021
1-SF,100049428,Hypospadias,MESH:D007021
1-SF,100049428,Immune System Diseases,MESH:D007154
1-SF,100049428,Immunologic Deficiency Syndromes,MESH:D007153
1-SF,100049428,"Infant, Newborn, Diseases",MESH:D007232
1-SF,100049428,"Infarction, Middle Cerebral Artery",MESH:D020244
1-SF,100049428,Infertility,MESH:D007246
1-SF,100049428,Infertility,MESH:D007246
1-SF,100049428,"Infertility, Female",MESH:D007247
1-SF,100049428,"Infertility, Female",MESH:D007247
1-SF,100049428,"Infertility, Female",MESH:D007247
1-SF,100049428,"Infertility, Male",MESH:D007248
1-SF,100049428,"Infertility, Male",MESH:D007248
1-SF,100049428,"Infertility, Male",MESH:D007248
1-SF,100049428,"Infertility, Male",MESH:D007248
1-SF,100049428,"Infertility, Male",MESH:D007248
1-SF,100049428,"Infertility, Male",MESH:D007248
1-SF,100049428,Inflammation,MESH:D007249
1-SF,100049428,Inflammation,MESH:D007249
1-SF,100049428,Inflammation,MESH:D007249
1-SF,100049428,Insulin Resistance,MESH:D007333
1-SF,100049428,Insulin Resistance,MESH:D007333
1-SF,100049428,Insulin Resistance,MESH:D007333
1-SF,100049428,Insulin Resistance,MESH:D007333
1-SF,100049428,Intestinal Diseases,MESH:D007410
1-SF,100049428,Intestinal Neoplasms,MESH:D007414
1-SF,100049428,Intracranial Embolism and Thrombosis,MESH:D002542
1-SF,100049428,Intracranial Hemorrhages,MESH:D020300
1-SF,100049428,Iron Overload,MESH:D019190
1-SF,100049428,"Jaundice, Obstructive",MESH:D041781
1-SF,100049428,"Jaundice, Obstructive",MESH:D041781
1-SF,100049428,Jaw Abnormalities,MESH:D007569
1-SF,100049428,"Keratitis, Herpetic",MESH:D016849
1-SF,100049428,Kidney Diseases,MESH:D007674
1-SF,100049428,Kidney Diseases,MESH:D007674
1-SF,100049428,Kidney Diseases,MESH:D007674
1-SF,100049428,Kidney Diseases,MESH:D007674
1-SF,100049428,Kidney Neoplasms,MESH:D007680
1-SF,100049428,Lactation Disorders,MESH:D007775
1-SF,100049428,Lactation Disorders,MESH:D007775
1-SF,100049428,Learning Disorders,MESH:D007859
1-SF,100049428,Learning Disorders,MESH:D007859
1-SF,100049428,Leiomyoma,MESH:D007889
1-SF,100049428,"Limb Deformities, Congenital",MESH:D017880
1-SF,100049428,Liver Cirrhosis,MESH:D008103
1-SF,100049428,"Liver Cirrhosis, Experimental",MESH:D008106
1-SF,100049428,"Liver Cirrhosis, Experimental",MESH:D008106
1-SF,100049428,Liver Diseases,MESH:D008107
1-SF,100049428,Liver Diseases,MESH:D008107
1-SF,100049428,Liver Neoplasms,MESH:D008113
1-SF,100049428,Liver Neoplasms,MESH:D008113
1-SF,100049428,Liver Neoplasms,MESH:D008113
1-SF,100049428,"Liver Neoplasms, Experimental",MESH:D008114
1-SF,100049428,"Liver Neoplasms, Experimental",MESH:D008114
1-SF,100049428,"Liver Neoplasms, Experimental",MESH:D008114
1-SF,100049428,Lung Diseases,MESH:D008171
1-SF,100049428,Lung Neoplasms,MESH:D008175
1-SF,100049428,"Lupus Erythematosus, Systemic",MESH:D008180
1-SF,100049428,Lymphatic Diseases,MESH:D008206
1-SF,100049428,Lymphoma,MESH:D008223
1-SF,100049428,Lymphopenia,MESH:D008231
1-SF,100049428,"Mammary Neoplasms, Animal",MESH:D015674
1-SF,100049428,"Mammary Neoplasms, Animal",MESH:D015674
1-SF,100049428,"Mammary Neoplasms, Animal",MESH:D015674
1-SF,100049428,"Mammary Neoplasms, Experimental",MESH:D008325
1-SF,100049428,Manganese Poisoning,MESH:D020149
1-SF,100049428,Medulloblastoma,MESH:D008527
1-SF,100049428,Melanosis,MESH:D008548
1-SF,100049428,Memory Disorders,MESH:D008569
1-SF,100049428,Memory Disorders,MESH:D008569
1-SF,100049428,Mental Disorders,MESH:D001523
1-SF,100049428,Mesothelioma,MESH:D008654
1-SF,100049428,Metabolic Diseases,MESH:D008659
1-SF,100049428,Metaplasia,MESH:D008679
1-SF,100049428,Metrorrhagia,MESH:D008796
1-SF,100049428,Microcephaly,MESH:D008831
1-SF,100049428,Microcephaly,MESH:D008831
1-SF,100049428,Microcephaly,MESH:D008831
1-SF,100049428,"Micronuclei, Chromosome-Defective",MESH:D048629
1-SF,100049428,"Micronuclei, Chromosome-Defective",MESH:D048629
1-SF,100049428,"Micronuclei, Chromosome-Defective",MESH:D048629
1-SF,100049428,Migraine Disorders,MESH:D008881
1-SF,100049428,Mood Disorders,MESH:D019964
1-SF,100049428,Mood Disorders,MESH:D019964
1-SF,100049428,Musculoskeletal Abnormalities,MESH:D009139
1-SF,100049428,Myocardial Infarction,MESH:D009203
1-SF,100049428,Myocardial Ischemia,MESH:D017202
1-SF,100049428,Myocardial Ischemia,MESH:D017202
1-SF,100049428,Myocardial Reperfusion Injury,MESH:D015428
1-SF,100049428,Myocarditis,MESH:D009205
1-SF,100049428,Myoma,MESH:D009214
1-SF,100049428,Nausea,MESH:D009325
1-SF,100049428,Necrosis,MESH:D009336
1-SF,100049428,Necrosis,MESH:D009336
1-SF,100049428,"o,p'-DDT",MESH:D009336
1-SF,100049428,Necrosis,MESH:D009336
1-SF,100049428,Necrosis,MESH:D009336
1-SF,100049428,Neoplasm Invasiveness,MESH:D009361
1-SF,100049428,Neoplasm Metastasis,MESH:D009362
1-SF,100049428,Neoplasm Metastasis,MESH:D009362
1-SF,100049428,Neoplasms,MESH:D009369
1-SF,100049428,Neoplasms,MESH:D009369
1-SF,100049428,Neoplasms,MESH:D009369
1-SF,100049428,"Neoplasms, Experimental",MESH:D009374
1-SF,100049428,"Neoplasms, Experimental",MESH:D009374
1-SF,100049428,"Neoplasms, Experimental",MESH:D009374
1-SF,100049428,"Neovascularization, Pathologic",MESH:D009389
1-SF,100049428,Nephritis,MESH:D009393
1-SF,100049428,Nerve Degeneration,MESH:D009410
1-SF,100049428,Nervous System Diseases,MESH:D009422
1-SF,100049428,Nervous System Diseases,MESH:D009422
1-SF,100049428,Nervous System Malformations,MESH:D009421
1-SF,100049428,Nervous System Malformations,MESH:D009421
1-SF,100049428,Nervous System Malformations,MESH:D009421
1-SF,100049428,Neural Tube Defects,MESH:D009436
1-SF,100049428,Neurologic Manifestations,MESH:D009461
1-SF,100049428,Neurotoxicity Syndromes,MESH:D020258
1-SF,100049428,Obesity,MESH:D009765
1-SF,100049428,Olfaction Disorders,MESH:D000857
1-SF,100049428,Oligospermia,MESH:D009845
1-SF,100049428,Oligospermia,MESH:D009845
1-SF,100049428,Oligospermia,MESH:D009845
1-SF,100049428,Oligospermia,MESH:D009845
1-SF,100049428,Osteoporosis,MESH:D010024
1-SF,100049428,"Osteoporosis, Postmenopausal",MESH:D015663
1-SF,100049428,Osteosarcoma,MESH:D012516
1-SF,100049428,Ovarian Cysts,MESH:D010048
1-SF,100049428,Ovarian Cysts,MESH:D010048
1-SF,100049428,Ovarian Diseases,MESH:D010049
1-SF,100049428,Ovarian Diseases,MESH:D010049
1-SF,100049428,Ovarian Diseases,MESH:D010049
1-SF,100049428,Ovarian Diseases,MESH:D010049
1-SF,100049428,Ovarian Neoplasms,MESH:D010051
1-SF,100049428,Ovarian Neoplasms,MESH:D010051
1-SF,100049428,Ovarian Neoplasms,MESH:D010051
1-SF,100049428,Ovarian Neoplasms,MESH:D010051
1-SF,100049428,Pain,MESH:D010146
1-SF,100049428,Pain,MESH:D010146
1-SF,100049428,Pancreatic Neoplasms,MESH:D010190
1-SF,100049428,Panic Disorder,MESH:D016584
1-SF,100049428,Paralysis,MESH:D010243
